Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,Seattle,United States,MS-17770,Maxwell Schwartz,0.00,24-08-2013,CA-2013-150350,98105,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",West,3114,1,Consumer,31-08-2013,Standard Class,Washington,Envelopes,01-08-2013,0,63.873,5,135.9,2013
Office Supplies,Edmonds,United States,BS-11755,Bruce Stewart,0.00,30-12-2014,CA-2014-130631,98026,OFF-FA-10000089,Acco Glide Clips,West,5457,1,Consumer,03-01-2015,Standard Class,Washington,Fasteners,01-12-2014,0,9.604,5,19.6,2014
Office Supplies,Seattle,United States,GH-14425,Gary Hwang,0.00,17-06-2011,CA-2011-144414,98105,OFF-FA-10000624,OIC Binder Clips,West,6817,1,Consumer,21-06-2011,Standard Class,Washington,Fasteners,01-06-2011,0,8.95,5,17.9,2011
Office Supplies,Seattle,United States,RB-19570,Rob Beeghly,0.00,16-09-2013,US-2013-128678,98105,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",West,4517,1,Consumer,21-09-2013,Standard Class,Washington,Paper,01-09-2013,0,10.058,5,21.4,2013
Office Supplies,Seattle,United States,EB-14170,Evan Bailliet,0.00,29-09-2011,CA-2011-111962,98115,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,9731,1,Consumer,04-10-2011,Standard Class,Washington,Storage,01-09-2011,0,153.4725,5,807.75,2011
Office Supplies,Seattle,United States,MV-17485,Mark Van Huff,0.00,27-03-2012,CA-2012-132948,98115,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,West,5839,1,Consumer,03-04-2012,Standard Class,Washington,Storage,01-03-2012,0,3.348,5,83.7,2012
Office Supplies,Seattle,United States,MS-17770,Maxwell Schwartz,0.00,24-08-2013,CA-2013-150350,98105,OFF-PA-10002160,Xerox 1978,West,3115,1,Consumer,31-08-2013,Standard Class,Washington,Paper,01-08-2013,0,16.9932,6,34.68,2013
Office Supplies,Pasco,United States,MC-17275,Marc Crier,0.00,08-09-2011,CA-2011-107818,99301,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,4853,1,Consumer,14-09-2011,Standard Class,Washington,Storage,01-09-2011,0,19.4352,6,485.88,2011
Office Supplies,Seattle,United States,TR-21325,Toby Ritter,0.00,09-09-2013,CA-2013-110009,98103,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",West,7402,1,Consumer,14-09-2013,Standard Class,Washington,Paper,01-09-2013,0,14.2002,7,30.87,2013
Office Supplies,Seattle,United States,SO-20335,Sean O'Donnell,0.00,02-12-2014,CA-2014-166926,98105,OFF-PA-10001593,Xerox 1947,West,7122,1,Consumer,09-12-2014,Standard Class,Washington,Paper,01-12-2014,0,18.837,7,41.86,2014
Office Supplies,Pasco,United States,MC-17275,Marc Crier,0.00,08-09-2011,CA-2011-107818,99301,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",West,4852,1,Consumer,14-09-2011,Standard Class,Washington,Art,01-09-2011,0,91.152,8,303.84,2011
Office Supplies,Renton,United States,CK-12205,Chloris Kastensmidt,0.00,22-11-2014,CA-2014-110443,98059,OFF-PA-10003797,Xerox 209,West,6365,1,Consumer,26-11-2014,Standard Class,Washington,Paper,01-11-2014,0,24.8832,8,51.84,2014
Office Supplies,Marysville,United States,MC-18100,Mick Crebagga,0.00,08-10-2013,CA-2013-139808,98270,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",West,8007,1,Consumer,12-10-2013,Standard Class,Washington,Fasteners,01-10-2013,0,0.9336,12,93.36,2013
Office Supplies,Bullhead City,United States,GZ-14470,Gary Zandusky,0.20,20-12-2012,CA-2012-154795,86442,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,West,4336,1,Consumer,24-12-2012,Standard Class,Arizona,Envelopes,01-12-2012,0.2,2.772,1,7.92,2012
Office Supplies,Glendale,United States,TH-21100,Thea Hendricks,0.20,13-04-2012,CA-2012-133837,85301,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",West,8400,1,Consumer,18-04-2012,Standard Class,Arizona,Storage,01-04-2012,0.2,0.8058,1,10.744,2012
Office Supplies,Chandler,United States,AJ-10945,Ashley Jarboe,0.20,07-10-2014,CA-2014-137421,85224,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,West,9960,1,Consumer,12-10-2014,Standard Class,Arizona,Art,01-10-2014,0.2,1.8688,2,9.344,2014
Office Supplies,Gilbert,United States,PF-19120,Peter Fuller,0.20,15-06-2012,CA-2012-129896,85234,OFF-PA-10002245,Xerox 1895,West,3881,1,Consumer,20-06-2012,Standard Class,Arizona,Paper,01-06-2012,0.2,2.99,2,9.568,2012
Office Supplies,Glendale,United States,AI-10855,Arianne Irving,0.20,10-09-2014,CA-2014-155929,85301,OFF-PA-10000859,Unpadded Memo Slips,West,5442,1,Consumer,14-09-2014,Standard Class,Arizona,Paper,01-09-2014,0.2,2.388,2,6.368,2014
Office Supplies,Phoenix,United States,ML-17410,Maris LaWare,0.20,19-07-2014,US-2014-142573,85023,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,West,3917,1,Consumer,24-07-2014,Standard Class,Arizona,Paper,01-07-2014,0.2,5.2312,2,16.096,2014
Office Supplies,Gilbert,United States,PF-19120,Peter Fuller,0.20,15-06-2012,CA-2012-129896,85234,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",West,3882,1,Consumer,20-06-2012,Standard Class,Arizona,Storage,01-06-2012,0.2,-19.5624,2,82.368,2012
Office Supplies,Glendale,United States,FO-14305,Frank Olsen,0.20,09-06-2014,US-2014-107979,85301,OFF-ST-10002485,Rogers Deluxe File Chest,West,9646,1,Consumer,14-06-2014,Standard Class,Arizona,Storage,01-06-2014,0.2,-8.3524,2,35.168,2014
Office Supplies,Phoenix,United States,AB-10105,Adrian Barton,0.20,20-09-2014,CA-2014-153822,85023,OFF-ST-10000321,Akro Stacking Bins,West,6971,1,Consumer,26-09-2014,Standard Class,Arizona,Storage,01-09-2014,0.2,-2.5248,2,12.624,2014
Office Supplies,Peoria,United States,SC-20725,Steven Cartwright,0.20,17-08-2012,CA-2012-119627,85345,OFF-AR-10000203,Newell 336,West,9435,1,Consumer,23-08-2012,Standard Class,Arizona,Art,01-08-2012,0.2,1.1556,3,10.272,2012
Office Supplies,Scottsdale,United States,SM-20005,Sally Matthias,0.20,23-11-2011,CA-2011-159625,85254,OFF-EN-10002621,Staples,West,7101,1,Consumer,28-11-2011,Standard Class,Arizona,Envelopes,01-11-2011,0.2,8.802,3,23.472,2011
Office Supplies,Phoenix,United States,RD-19720,Roger Demir,0.20,09-08-2011,CA-2011-161249,85023,OFF-FA-10004838,"Super Bands, 12/Pack",West,7433,1,Consumer,13-08-2011,Standard Class,Arizona,Fasteners,01-08-2011,0.2,-0.9486,3,4.464,2011
Office Supplies,Phoenix,United States,EB-13870,Emily Burns,0.20,23-05-2012,US-2012-110569,85023,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,West,3298,1,Consumer,30-05-2012,Standard Class,Arizona,Appliances,01-05-2012,0.2,13.7016,4,121.792,2012
Office Supplies,Chandler,United States,LH-16750,Larry Hughes,0.20,26-04-2014,CA-2014-129707,85224,OFF-AR-10000246,Newell 318,West,5434,1,Consumer,30-04-2014,Standard Class,Arizona,Art,01-04-2014,0.2,0.6672,4,8.896,2014
Office Supplies,Tucson,United States,DB-13615,Doug Bickford,0.20,07-05-2014,CA-2014-145779,85705,OFF-PA-10002254,Xerox 1883,West,8442,1,Consumer,11-05-2014,Standard Class,Arizona,Paper,01-05-2014,0.2,27.4352,4,84.416,2014
Office Supplies,Phoenix,United States,CM-12235,Chris McAfee,0.20,28-11-2013,US-2013-114230,85023,OFF-ST-10000876,Eldon Simplefile Box Office,West,8623,1,Consumer,02-12-2013,Standard Class,Arizona,Storage,01-11-2013,0.2,3.9808,4,39.808,2013
Office Supplies,Peoria,United States,SC-20725,Steven Cartwright,0.20,17-08-2012,CA-2012-119627,85345,OFF-PA-10001937,Xerox 21,West,9434,1,Consumer,23-08-2012,Standard Class,Arizona,Paper,01-08-2012,0.2,12.7008,7,36.288,2012
Office Supplies,Avondale,United States,PB-19150,Philip Brown,0.20,30-11-2011,CA-2011-146843,85323,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,West,9195,1,Consumer,06-12-2011,Standard Class,Arizona,Supplies,01-11-2011,0.2,3.5994,7,47.992,2011
Office Supplies,Los Angeles,United States,BP-11290,Beth Paige,0.20,13-04-2013,CA-2013-142398,90036,OFF-BI-10004826,JM Magazine Binder,West,5776,1,Consumer,17-04-2013,Standard Class,California,Binders,01-04-2013,0.2,4.6228,1,13.208,2013
Office Supplies,Los Angeles,United States,LR-16915,Lena Radford,0.20,03-09-2013,CA-2013-126732,90036,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,West,9238,1,Consumer,07-09-2013,Standard Class,California,Binders,01-09-2013,0.2,2.5592,1,7.312,2013
Office Supplies,San Francisco,United States,PO-18850,Patrick O'Brill,0.20,01-05-2012,CA-2012-104486,94109,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",West,6348,1,Consumer,06-05-2012,Standard Class,California,Binders,01-05-2012,0.2,4.4138,1,12.176,2012
Office Supplies,San Francisco,United States,RD-19480,Rick Duston,0.20,16-09-2014,US-2014-116652,94122,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,West,6520,1,Consumer,20-09-2014,Standard Class,California,Binders,01-09-2014,0.2,0.84,1,2.688,2014
Office Supplies,Los Angeles,United States,RA-19285,Ralph Arnett,0.20,05-09-2014,CA-2014-141929,90004,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,West,3618,1,Consumer,09-09-2014,Standard Class,California,Binders,01-09-2014,0.2,152.495,2,487.984,2014
Office Supplies,Los Angeles,United States,CC-12550,Clay Cheatham,0.20,02-12-2014,CA-2014-118542,90008,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",West,3558,1,Consumer,06-12-2014,Standard Class,California,Binders,01-12-2014,0.2,3.6714,2,10.128,2014
Office Supplies,Los Angeles,United States,TS-21340,Toby Swindell,0.20,24-11-2012,CA-2012-153416,90036,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,West,4117,1,Consumer,29-11-2012,Standard Class,California,Binders,01-11-2012,0.2,0.99,2,3.168,2012
Office Supplies,Los Angeles,United States,TB-21250,Tim Brockman,0.20,08-10-2013,CA-2013-162614,90049,OFF-BI-10004001,GBC Recycled VeloBinder Covers,West,3449,1,Consumer,14-10-2013,Standard Class,California,Binders,01-10-2013,0.2,8.8608,2,27.264,2013
Office Supplies,Los Angeles,United States,XP-21865,Xylona Preis,0.20,04-11-2013,CA-2013-109365,90049,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,West,4485,1,Consumer,09-11-2013,Standard Class,California,Binders,01-11-2013,0.2,3.0212,2,9.296,2013
Office Supplies,San Bernardino,United States,KH-16510,Keith Herrera,0.20,13-11-2012,CA-2012-104948,92404,OFF-BI-10001267,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",West,9931,1,Consumer,17-11-2012,Standard Class,California,Binders,01-11-2012,0.2,3.4552,2,9.872,2012
Office Supplies,San Bernardino,United States,MV-18190,Mike Vittorini,0.20,10-07-2012,CA-2012-107020,92404,OFF-BI-10003719,Large Capacity Hanging Post Binders,West,8089,1,Consumer,14-07-2012,Standard Class,California,Binders,01-07-2012,0.2,12.974,2,39.92,2012
Office Supplies,San Diego,United States,JK-15370,Jay Kimmel,0.20,08-08-2014,US-2014-155999,92105,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,West,4106,1,Consumer,14-08-2014,Standard Class,California,Binders,01-08-2014,0.2,4.644,2,13.76,2014
Office Supplies,San Diego,United States,RD-19480,Rick Duston,0.20,14-12-2012,CA-2012-146696,92105,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,West,5137,1,Consumer,19-12-2012,Standard Class,California,Binders,01-12-2012,0.2,2.7324,2,8.096,2012
Office Supplies,San Francisco,United States,TS-21340,Toby Swindell,0.20,08-09-2011,CA-2011-140032,94109,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",West,9450,1,Consumer,13-09-2011,Standard Class,California,Binders,01-09-2011,0.2,3.0128,2,8.608,2011
Office Supplies,San Francisco,United States,LD-17005,Lisa DeCherney,0.20,08-11-2013,CA-2013-116379,94122,OFF-BI-10001543,GBC VeloBinder Manual Binding System,West,9716,1,Consumer,13-11-2013,Standard Class,California,Binders,01-11-2013,0.2,20.1544,2,57.584,2013
Office Supplies,San Jose,United States,EB-14110,Eugene Barchas,0.20,12-09-2013,CA-2013-116561,95123,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,West,5241,1,Consumer,18-09-2013,Standard Class,California,Binders,01-09-2013,0.2,12.9584,2,39.872,2013
Office Supplies,Westminster,United States,TC-21295,Toby Carlisle,0.20,15-07-2014,CA-2014-121048,92683,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,West,7496,1,Consumer,19-07-2014,Standard Class,California,Binders,01-07-2014,0.2,1.4456,2,4.448,2014
Office Supplies,Los Angeles,United States,PB-19150,Philip Brown,0.20,13-01-2012,CA-2012-137526,90004,OFF-BI-10003364,Binding Machine Supplies,West,4857,1,Consumer,17-01-2012,Standard Class,California,Binders,01-01-2012,0.2,24.5028,3,70.008,2012
Office Supplies,Los Angeles,United States,LL-16840,Lauren Leatherbury,0.20,26-04-2014,CA-2014-120222,90032,OFF-BI-10000666,Surelock Post Binders,West,6889,1,Consumer,03-05-2014,Standard Class,California,Binders,01-04-2014,0.2,27.504,3,73.344,2014
Office Supplies,Los Angeles,United States,DB-13660,Duane Benoit,0.20,24-09-2014,CA-2014-121853,90036,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,West,9326,1,Consumer,30-09-2014,Standard Class,California,Binders,01-09-2014,0.2,23.712,3,72.96,2014
Office Supplies,Los Angeles,United States,AB-10165,Alan Barnes,0.20,25-06-2012,CA-2012-115945,90045,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",West,4316,1,Consumer,01-07-2012,Standard Class,California,Binders,01-06-2012,0.2,27.735,3,88.752,2012
Office Supplies,Los Angeles,United States,PF-19225,Phillip Flathmann,0.20,30-12-2013,US-2013-163258,90045,OFF-BI-10000138,Acco Translucent Poly Ring Binders,West,5423,1,Consumer,03-01-2014,Standard Class,California,Binders,01-12-2013,0.2,3.9312,3,11.232,2013
Office Supplies,Los Angeles,United States,WB-21850,William Brown,0.20,04-11-2011,CA-2011-125829,90045,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,West,4311,1,Consumer,11-11-2011,Standard Class,California,Binders,01-11-2011,0.2,8.226,3,21.936,2011
Office Supplies,San Diego,United States,SW-20455,Shaun Weien,0.20,22-07-2014,CA-2014-145429,92024,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,6701,1,Consumer,26-07-2014,Standard Class,California,Binders,01-07-2014,0.2,17.6232,3,50.352,2014
Office Supplies,San Diego,United States,LT-17110,Liz Thompson,0.20,02-11-2012,CA-2012-168207,92105,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,West,8166,1,Consumer,06-11-2012,Standard Class,California,Binders,01-11-2012,0.2,4.1832,3,11.952,2012
Office Supplies,San Francisco,United States,BP-11155,Becky Pak,0.20,01-01-2014,CA-2014-156139,94109,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",West,5739,1,Consumer,07-01-2014,Standard Class,California,Binders,01-01-2014,0.2,13.4316,3,38.376,2014
Office Supplies,San Francisco,United States,BD-11605,Brian Dahlen,0.20,15-08-2011,US-2011-164406,94122,OFF-BI-10003638,GBC Durable Plastic Covers,West,9826,1,Consumer,19-08-2011,Standard Class,California,Binders,01-08-2011,0.2,15.093,3,46.44,2011
Office Supplies,San Francisco,United States,JS-16030,Joy Smith,0.20,20-10-2014,CA-2014-125990,94122,OFF-BI-10004826,JM Magazine Binder,West,9706,1,Consumer,24-10-2014,Standard Class,California,Binders,01-10-2014,0.2,13.8684,3,39.624,2014
Office Supplies,Westminster,United States,JL-15505,Jeremy Lonsdale,0.20,08-08-2014,CA-2014-156776,92683,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,West,9181,1,Consumer,12-08-2014,Standard Class,California,Binders,01-08-2014,0.2,4.1832,3,11.952,2014
Office Supplies,Westminster,United States,JL-15505,Jeremy Lonsdale,0.20,08-08-2014,CA-2014-156776,92683,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",West,9182,1,Consumer,12-08-2014,Standard Class,California,Binders,01-08-2014,0.2,11.673,3,31.128,2014
Office Supplies,Los Angeles,United States,CL-12565,Clay Ludtke,0.20,29-05-2013,CA-2013-134803,90004,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",West,3424,1,Consumer,04-06-2013,Standard Class,California,Binders,01-05-2013,0.2,7.384,4,22.72,2013
Office Supplies,San Francisco,United States,BD-11605,Brian Dahlen,0.20,15-08-2011,US-2011-164406,94122,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,West,9825,1,Consumer,19-08-2011,Standard Class,California,Binders,01-08-2011,0.2,6.2496,4,17.856,2011
Office Supplies,San Francisco,United States,BT-11680,Brian Thompson,0.20,11-04-2013,CA-2013-123358,94122,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,6739,1,Consumer,18-04-2013,Standard Class,California,Binders,01-04-2013,0.2,15.6104,4,48.032,2013
Office Supplies,San Francisco,United States,TS-21505,Tony Sayre,0.20,08-11-2014,CA-2014-152737,94122,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,3559,1,Consumer,13-11-2014,Standard Class,California,Binders,01-11-2014,0.2,7.6272,4,21.792,2014
Office Supplies,Anaheim,United States,AH-10210,Alan Hwang,0.20,09-03-2014,CA-2014-104080,92804,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,4884,1,Consumer,16-03-2014,Standard Class,California,Binders,01-03-2014,0.2,64.2,5,171.2,2014
Office Supplies,Los Angeles,United States,KB-16315,Karl Braun,0.20,10-03-2014,CA-2014-147354,90008,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,West,8541,1,Consumer,14-03-2014,Standard Class,California,Binders,01-03-2014,0.2,9.6375,5,30.84,2014
Office Supplies,Los Angeles,United States,CB-12025,Cassandra Brandow,0.20,28-08-2012,CA-2012-121188,90049,OFF-BI-10001617,GBC Wire Binding Combs,West,8058,1,Consumer,04-09-2012,Standard Class,California,Binders,01-08-2012,0.2,13.959,5,41.36,2012
Office Supplies,Los Angeles,United States,JL-15235,Janet Lee,0.20,03-09-2014,US-2014-163657,90049,OFF-BI-10000138,Acco Translucent Poly Ring Binders,West,7440,1,Consumer,07-09-2014,Standard Class,California,Binders,01-09-2014,0.2,6.552,5,18.72,2014
Office Supplies,San Francisco,United States,AR-10540,Andy Reiter,0.20,30-09-2013,CA-2013-138037,94109,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,West,5357,1,Consumer,04-10-2013,Standard Class,California,Binders,01-09-2013,0.2,9.534,5,27.24,2013
Office Supplies,San Jose,United States,SA-20830,Sue Ann Reed,0.20,20-05-2014,US-2014-147998,95123,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,West,6369,1,Consumer,25-05-2014,Standard Class,California,Binders,01-05-2014,0.2,49.92,5,133.12,2014
Office Supplies,San Francisco,United States,BS-11755,Bruce Stewart,0.20,24-09-2014,CA-2014-123778,94122,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",West,3372,1,Consumer,01-10-2014,Standard Class,California,Binders,01-09-2014,0.2,9.0384,6,25.824,2014
Office Supplies,Los Angeles,United States,BD-11320,Bill Donatelli,0.20,28-11-2014,CA-2014-107125,90045,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,West,4949,1,Consumer,03-12-2014,Standard Class,California,Binders,01-11-2014,0.2,41.1208,7,117.488,2014
Office Supplies,Los Angeles,United States,ES-14020,Erica Smith,0.20,16-09-2014,US-2014-163300,90049,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,West,5991,1,Consumer,22-09-2014,Standard Class,California,Binders,01-09-2014,0.2,884.058,7,2357.488,2014
Office Supplies,San Clemente,United States,AF-10870,Art Ferguson,0.20,24-04-2013,CA-2013-126270,92672,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,9668,1,Consumer,28-04-2013,Standard Class,California,Binders,01-04-2013,0.2,6.5569,7,18.088,2013
Office Supplies,San Diego,United States,LT-17110,Liz Thompson,0.20,02-11-2012,CA-2012-168207,92105,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,West,8165,1,Consumer,06-11-2012,Standard Class,California,Binders,01-11-2012,0.2,41.1208,7,117.488,2012
Office Supplies,San Francisco,United States,LH-16900,Lena Hernandez,0.20,07-11-2011,CA-2011-123323,94110,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,West,4729,1,Consumer,12-11-2011,Standard Class,California,Binders,01-11-2011,0.2,46.179,7,123.144,2011
Office Supplies,Los Angeles,United States,TS-21340,Toby Swindell,0.20,24-11-2012,CA-2012-153416,90036,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,4120,1,Consumer,29-11-2012,Standard Class,California,Binders,01-11-2012,0.2,29.7024,8,91.392,2012
Office Supplies,San Francisco,United States,VG-21790,Vivek Gonzalez,0.20,30-01-2014,CA-2014-139304,94109,OFF-BI-10002498,Clear Mylar Reinforcing Strips,West,5032,1,Consumer,03-02-2014,Standard Class,California,Binders,01-01-2014,0.2,40.3704,8,119.616,2014
Office Supplies,San Francisco,United States,CM-12385,Christopher Martinez,0.20,04-01-2014,CA-2014-111738,94110,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,West,9491,1,Consumer,08-01-2014,Standard Class,California,Binders,01-01-2014,0.2,682.5168,8,2022.272,2014
Office Supplies,San Francisco,United States,LP-17080,Liz Pelletier,0.20,12-11-2013,CA-2013-116722,94110,OFF-BI-10001890,Avery Poly Binder Pockets,West,8122,1,Consumer,17-11-2013,Standard Class,California,Binders,01-11-2013,0.2,11.0264,11,31.504,2013
Office Supplies,Los Angeles,United States,XP-21865,Xylona Preis,0.20,04-11-2013,CA-2013-109365,90049,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",West,4483,1,Consumer,09-11-2013,Standard Class,California,Binders,01-11-2013,0.2,15.7992,12,43.584,2013
Office Supplies,Aurora,United States,ZC-21910,Zuschuss Carroll,0.20,28-09-2012,CA-2012-106978,80013,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",West,4933,1,Consumer,04-10-2012,Standard Class,Colorado,Envelopes,01-09-2012,0.2,4.2309,1,12.536,2012
Office Supplies,Louisville,United States,SC-20845,Sung Chung,0.20,22-08-2014,CA-2014-117646,80027,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,9903,1,Consumer,26-08-2014,Standard Class,Colorado,Paper,01-08-2014,0.2,2.085,1,6.672,2014
Office Supplies,Denver,United States,AP-10915,Arthur Prichep,0.20,23-08-2011,CA-2011-124737,80219,OFF-SU-10004661,Acme Titanium Bonded Scissors,West,7021,1,Consumer,27-08-2011,Standard Class,Colorado,Supplies,01-08-2011,0.2,0.51,1,6.8,2011
Office Supplies,Parker,United States,TS-21505,Tony Sayre,0.20,20-12-2014,CA-2014-116946,80134,OFF-ST-10002554,Tennsco Industrial Shelving,West,5473,1,Consumer,24-12-2014,Standard Class,Colorado,Storage,01-12-2014,0.2,-17.6076,2,78.256,2014
Office Supplies,Denver,United States,SE-20110,Sanjit Engle,0.20,14-03-2014,CA-2014-105851,80219,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,West,4459,1,Consumer,21-03-2014,Standard Class,Colorado,Supplies,01-03-2014,0.2,-299.8116,2,1332.496,2014
Office Supplies,Thornton,United States,RP-19390,Resi Pölking,0.20,02-10-2012,CA-2012-128356,80229,OFF-SU-10004290,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",West,8427,1,Consumer,07-10-2012,Standard Class,Colorado,Supplies,01-10-2012,0.2,0.9576,2,10.944,2012
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,0.20,11-12-2012,CA-2012-104346,80906,OFF-AR-10001545,Newell 326,West,4787,1,Consumer,16-12-2012,Standard Class,Colorado,Art,01-12-2012,0.2,0.4752,3,4.224,2012
Office Supplies,Aurora,United States,ZC-21910,Zuschuss Carroll,0.20,28-09-2012,CA-2012-106978,80013,OFF-FA-10003021,Staples,West,4935,1,Consumer,04-10-2012,Standard Class,Colorado,Fasteners,01-09-2012,0.2,0.846,3,4.512,2012
Office Supplies,Loveland,United States,JM-15580,Jill Matthias,0.20,31-12-2014,CA-2014-156720,80538,OFF-FA-10003472,Bagged Rubber Bands,West,5092,1,Consumer,04-01-2015,Standard Class,Colorado,Fasteners,01-12-2014,0.2,-0.6048,3,3.024,2014
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,0.20,11-12-2012,CA-2012-104346,80906,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,West,4793,1,Consumer,16-12-2012,Standard Class,Colorado,Paper,01-12-2012,0.2,9.6936,3,27.696,2012
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,0.20,11-12-2012,CA-2012-104346,80906,OFF-PA-10001166,Xerox 1932,West,4792,1,Consumer,16-12-2012,Standard Class,Colorado,Paper,01-12-2012,0.2,28.7064,3,85.056,2012
Office Supplies,Denver,United States,AP-10915,Arthur Prichep,0.20,23-08-2011,CA-2011-124737,80219,OFF-PA-10001837,Xerox 1976,West,7020,1,Consumer,27-08-2011,Standard Class,Colorado,Paper,01-08-2011,0.2,5.4432,3,15.552,2011
Office Supplies,Louisville,United States,SC-20845,Sung Chung,0.20,22-08-2014,CA-2014-117646,80027,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,9901,1,Consumer,26-08-2014,Standard Class,Colorado,Storage,01-08-2014,0.2,20.7459,3,237.096,2014
Office Supplies,Colorado Springs,United States,IM-15070,Irene Maddox,0.20,11-12-2012,CA-2012-104346,80906,OFF-AR-10001473,Newell 313,West,4785,1,Consumer,16-12-2012,Standard Class,Colorado,Art,01-12-2012,0.2,1.148,5,13.12,2012
Office Supplies,Denver,United States,AP-10915,Arthur Prichep,0.20,23-08-2011,CA-2011-124737,80219,OFF-PA-10000019,Xerox 1931,West,7024,1,Consumer,27-08-2011,Standard Class,Colorado,Paper,01-08-2011,0.2,10.8864,6,31.104,2011
Office Supplies,Denver,United States,AP-10915,Arthur Prichep,0.20,23-08-2011,CA-2011-124737,80219,OFF-PA-10001125,Xerox 1988,West,7025,1,Consumer,27-08-2011,Standard Class,Colorado,Paper,01-08-2011,0.2,69.705,9,223.056,2011
